ID,Master,Master Residence,Registree,Status,Sex,Origin,Age,Occupation,Registration Date,Registration District,Sources,Registration District Latitude,Registration District Longitude,Origin Latitude,Origin Longitude,Runaway at Registration,Transfer Date,Escape Date,Freedom Date,Death Date,Codice,Senhores,Morada,Registrados,Naturalidade,Ofícios,,,,,,,,,,,,,
11688,Angy Dolubodás,Ibo,Luísa,Freed,Female,(Yao) Mujao,10.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 76v-77.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Angy Dolbudás,,Luísa,Mujao,Nenhum,,,,,,,,,,,,,
11689,Francisco Feliciano Dias,Ibo,Umar,Freed,Male,(Yao) Mujao,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Francisco Feliciano Dias,,Umar,Mujao,Nenhum,,,,,,,,,,,,,
11690,Francisco Feliciano Dias,Ibo,Baraca,Freed,Male,(Lomwe) Mulome,18.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-16.03812,37.24366,,,,,,1936,Francisco Feliciano Dias,,Baraca,Mulome,Nenhum,,,,,,,,,,,,,
11691,Francisco Feliciano Dias,Ibo,Mucazambo,Freed,Male,(Lomwe) Mulome,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-16.03812,37.24366,,,,,,1936,Francisco Feliciano Dias,,Mucazambo,Mulome,Nenhum,,,,,,,,,,,,,
11692,José António,Ibo,Anica,Freed,Female,(Yao) Mujáu,22.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,José António,,Anica,Mujáu,Nenhum,,,,,,,,,,,,,
11693,João Florêncio Raimundo Pereira,Ibo,Mocasambo,Freed,Male,(Yao) Mujáu,28.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,João Florêncio Raimundo Pereira,,Mocasambo,Mujáu,Nenhum,,,,,,,,,,,,,
11694,Cassame Fatus,Ibo,Francisco,Freed,Male,(Makhuwa) Macua,16.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,Cassame Fatus,,Francisco,Macua,Nenhum,,,,,,,,,,,,,
11695,Micaela Botelho,Ibo,Francisca,Freed,Female,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Micaela Botelho,,Francisca,Mujana,Nenhum,,,,,,,,,,,,,
11696,José Sebastião Santana e Sousa,Unspecified,Selte,Freed,Male,(Makhuwa) Macua,29.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,José Sebastião Santana e Sousa,,Selte,Macua,Nenhum,,,,,,,,,,,,,
11697,João da Silva Calheiros,Unspecified,Nicoláu,Freed,Male,(Makhuwa) Macua,19.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,João da Silva Calheiros,,Nicoláu,Macua,Nenhum,,,,,,,,,,,,,
11698,Maria Isabel de Moraes,Unspecified,Bonzo,Freed,Male,(Yao) Mujana,32.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Maria Isabel de Moraes,,Bonzo,Mujana,Nenhum,,,,,,,,,,,,,
11699,Valmudás Quitá,Unspecified,Inglé,Freed,Male,(Arimba) Areemba,12.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-12.643611,40.535,,,,,,1936,Valmodas Quitá,,Inglé,Areemba,Nenhum,,,,,,,,,,,,,
11700,António de Pádua Freitas e Lima,Unspecified,Luís,Freed,Male,(Yao) Mujana,15.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,António de Pádua de Freitas e Lima,,Luís,Mujana,Nenhum,,,,,,,,,,,,,
11701,António de Pádua Freitas e Lima,Unspecified,Henrique,Freed,Male,(Yao) Mujana,35.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,António de Pádua de Freitas e Lima,,Henrique,Mujana,Nenhum,,,,,,,,,,,,,
11702,Liberato António Dias,Unspecified,Manoel,Freed,Male,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Liberato António Dias,,Manoel,Mujana,Nenhum,,,,,,,,,,,,,
11703,António de Areilho Pereira,Unspecified,Caetano,Freed,Male,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,António de Areilho Pereira,,Caetano,Mujana,Nenhum,,,,,,,,,,,,,
11704,Domingos Lopes de Sousa,Unspecified,Francisco,Freed,Male,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Domingos Lopes de Sousa,,Francisco,Mujana,Nenhum,,,,,,,,,,,,,
11705,Domingos Lopes de Sousa,Unspecified,Sábado,Freed,Male,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Domingos Lopes de Sousa,,Sábado,Mujana,Nenhum,,,,,,,,,,,,,
11706,Domingos Lopes de Sousa,Unspecified,Carambo,Freed,Male,(Yao) Mujana,28.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Domingos Lopes de Sousa,,Carambo,Mujana,Nenhum,,,,,,,,,,,,,
11707,Domingos Lopes de Sousa,Unspecified,Cazambo,Freed,Male,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Domingos Lopes de Sousa,,Cazambo,Mujana,Nenhum,,,,,,,,,,,,,
11708,Lourenço David,Ibo,Francisca,Freed,Female,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Lourenço David,,Francisca,Mujana,Nenhum,,,,,,,,,,,,,
11709,Manjalia Mulure,Unspecified,Jamar,Freed,Male,(Yao) Mujana,27.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Manjalia Mulure,,Jamar,Mujana,Nenhum,,,,,,,,,,,,,
11710,António de Pádua Freitas e Lima,Unspecified,Nituba,Freed,Female,(Yao) Mujana,18.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,António de Pádua de Freitas e Lima,,Nituba,Mujana,Nenhum,,,,,,,,,,,,,
11711,Manoel Soares,Unspecified,Amina,Freed,Female,(Makhuwa) Macua,16.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,Manoel Soares,,Amina,Macua,Nenhum,,,,,,,,,,,,,
11712,João de Barros Carrilho,Unspecified,Martins,Freed,Male,(Yao) Mujana,9.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,João de Barros Carrilho,,Martins,Mujana,Nenhum,,,,,,,,,,,,,
11713,João de Barros Carrilho,Unspecified,Mocidade,Freed,Female,(Yao) Mujana,7.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,João de Barros Carrilho,,Mocidade,Mujana,Nenhum,,,,,,,,,,,,,
11714,Francisca António Ferrão,Ibo,Até Nove,Freed,Male,(Yao) Mujana,14.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Francisca António Ferrão,,Até Nove,Mujana,Nenhum,,,,,,,,,,,,,
11715,Francisca António Ferrão,Ibo,Joaquim,Freed,Male,(Unknown) Mucomero,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-27.786863,40.071297,,,,,,1936,Francisca António Ferrão,,Joaquim,Mucomero,Nenhum,,,,,,,,,,,,,
11716,Francisca António Ferrão,Ibo,Anica,Freed,Female,(Unknown) Mucomero,18.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-27.786863,40.071297,,,,,,1936,Francisca António Ferrão,,Anica,Mucomero,Nenhum,,,,,,,,,,,,,
11717,Valmudás Quitá,Ibo,Mamaé Atiga,Freed,Female,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Valmodas Quitá,,Mamaé Atiga,Mujana,Nenhum,,,,,,,,,,,,,
11718,José Leonardo de Moraes Calado,Unspecified,Fortuna,Freed,Male,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,José Leonardo de Moraes Calado,,Fortuna,Mujana,Nenhum,,,,,,,,,,,,,
11719,Maria Isabel de Moraes,Ibo,Eufêmea,Freed,Female,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 77v-78.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Maria Isabel de Moraes,,Eufêmea,Mujana,Nenhum,,,,,,,,,,,,,
11720,João Luís,Unspecified,Boaventura,Freed,Male,(Yao) Mujana,12.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,João Luís,,Boaventura,Mujana,Nenhum,,,,,,,,,,,,,
11721,João de Barros Carrilho,Unspecified,Braço,Freed,Male,(Yao) Mujana,12.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,João de Barros Carrilho,,Braço,Mujana,Nenhum,,,,,,,,,,,,,
11722,João de Barros Carrilho,Unspecified,Ulede,Freed,Male,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,João de Barros Carrilho,,Ulede,Mujana,Nenhum,,,,,,,,,,,,,
11723,Proxitamo Pragagy,Unspecified,Cambisa,Freed,Male,(Yao) Mujana,40.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Prossotamo Pragagy,,Cambisa,Mujana,Nenhum,,,,,,,,,,,,,
11724,Proxitamo Pragagy,Unspecified,Amisse,Freed,Male,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Prossotamo Pragagy,,Amisse,Mujana,Nenhum,,,,,,,,,,,,,
11725,Proxitamo Pragagy,Unspecified,Moqueçude,Freed,Male,(Makhuwa) Macua,12.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,Prossotamo Pragagy,,Moqueçude,Macua,Nenhum,,,,,,,,,,,,,
11726,Valmudás Quitá,Unspecified,Temia,Freed,Female,(Makhuwa) Macua,17.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,Valmodas Quitá,,Temia,Macua,Nenhum,,,,,,,,,,,,,
11727,Pragagy Matrandás,Unspecified,Jamma,Freed,Female,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Pragagy Matrandás,,Jamma,Mujana,Nenhum,,,,,,,,,,,,,
11728,Carçandás Satrabojo,Unspecified,Amade,Freed,Male,(Yao) Mujana,28.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Carcaudás Satrabojo,,Amade,Mujana,Nenhum,,,,,,,,,,,,,
11729,Carçandás Satrabojo,Unspecified,Sefo,Freed,Male,(Makhuwa) Macua,10.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,Carcaudás Satrabojo,,Sefo,Macua,Nenhum,,,,,,,,,,,,,
11730,Carçandás Satrabojo,Unspecified,Siriála,Freed,Male,(Yao) Mujana,8.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Carcaudás Satrabojo,,Siriála,Mujana,Nenhum,,,,,,,,,,,,,
11731,Maugy Valgy,Unspecified,Amina,Freed,Female,(Yao) Mujana,9.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Maugy Valgy,,Amina,Mujana,Nenhum,,,,,,,,,,,,,
11732,Pragagy Matrandás,Unspecified,Sady,Freed,Male,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Pragagy Matrandás,,Sady,Mujana,Nenhum,,,,,,,,,,,,,
11733,Violante da Costa,Unspecified,Sêa,Freed,Male,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Violante da Costa,,Sêa,Mujana,Nenhum,,,,,,,,,,,,,
11734,Eusébio Pedro Corrêa de Ataíde,Ibo,Alfane,Freed,Male,(Yao) Mujana,28.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Eusébio Pedro Corrêa de Ataíde,,Alfane,Mujana,Nenhum,,,,,,,,,,,,,
11735,Eusébio Pedro Corrêa de Ataíde,Ibo,Alfane II,Freed,Male,(Yao) Mujana,18.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Eusébio Pedro Corrêa de Ataíde,,Alfane II,Mujana,Nenhum,,,,,,,,,,,,,
11736,Eusébio Pedro Corrêa de Ataíde,Ibo,Mucazambo,Freed,Male,(Yao) Mujana,22.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Eusébio Pedro Corrêa de Ataíde,,Mucazambo,Mujana,Nenhum,,,,,,,,,,,,,
11737,Eusébio Pedro Corrêa de Ataíde,Ibo,Uaire,Freed,Female,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Eusébio Pedro Corrêa de Ataíde,,Uaire,Mujana,Nenhum,,,,,,,,,,,,,
11738,"Augusta Clara Ana de Ataíde Barradas, D.",Ibo,Paulo,Freed,Male,(Lomwe) Mulomue,23.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-16.03812,37.24366,,,,,,1936,"Augusta Clara Ana de Ataíde, D.",,Paulo,Mulomue,Nenhum,,,,,,,,,,,,,
11739,"Augusta Clara Ana de Ataíde Barradas, D.",Ibo,Muluboana,Freed,Male,(Lomwe) Mulomue,26.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-16.03812,37.24366,,,,,,1936,"Augusta Clara Ana de Ataíde, D.",,Muluboana,Mulomue,Nenhum,,,,,,,,,,,,,
11740,"Augusta Clara Ana de Ataíde Barradas, D.",Ibo,Mucurissoqueza,Freed,Male,(Yao) Mujana,28.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,"Augusta Clara Ana de Ataíde, D.",,Mucurissoqueza,Mujana,Nenhum,,,,,,,,,,,,,
11741,"Augusta Clara Ana de Ataíde Barradas, D.",Ibo,Bento,Freed,Male,(Yao) Mujana,23.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,"Augusta Clara Ana de Ataíde, D.",,Bento,Mujana,Nenhum,,,,,,,,,,,,,
11742,"Augusta Clara Ana de Ataíde Barradas, D.",Ibo,Escolástica,Freed,Female,(Yao) Mujana,26.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,"Augusta Clara Ana de Ataíde, D.",,Escolástica,Mujana,Nenhum,,,,,,,,,,,,,
11743,"Augusta Clara Ana de Ataíde Barradas, D.",Ibo,Mussacaja,Freed,Female,(Yao) Mujana,31.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,"Augusta Clara Ana de Ataíde, D.",,Mussacaja,Mujana,Nenhum,,,,,,,,,,,,,
11744,Eusébio Pedro Corrêa de Ataíde,Ibo,Imbuella,Freed,Male,(Yao) Mujana,17.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Eusébio Pedro Corrêa de Ataíde,,Imbuella,Mujana,Nenhum,,,,,,,,,,,,,
11745,Eusébio Pedro Corrêa de Ataíde,Ibo,Anica,Freed,Female,(Yao) Mujana,14.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Eusébio Pedro Corrêa de Ataíde,,Anica,Mujana,Nenhum,,,,,,,,,,,,,
11746,Luís João Gonzaga,Ibo,Upatti,Freed,Female,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Upatti,Mujana,Nenhum,,,,,,,,,,,,,
11747,Domingos Lopes de Sousa,Unspecified,Cudy,Freed,Male,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Domingos Lopes de Sousa,,Cudy,Mujana,Nenhum,,,,,,,,,,,,,
11748,Domingos Lopes de Sousa,Unspecified,Raimundo,Freed,Male,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Domingos Lopes de Sousa,,Raimundo,Mujana,Nenhum,,,,,,,,,,,,,
11749,Sanchande Madangi,Ibo,Amaho,Freed,Male,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Sanchande Madangy,,Amaho,Mujana,Nenhum,,,,,,,,,,,,,
11750,Abadre Bem Aiaig,Quissanga,Assande,Freed,Male,(Makhuwa) Macua,32.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 78v-79.",-12.33761,40.59913,-15.120919,39.268814,,,,,,1936,Abadre Bem Aiaig,,Assande,Macua,Nenhum,,,,,,,,,,,,,
11751,Luís João Gonzaga,Ibo,Amiucala,Freed,Female,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Amiucala,Mujana,Nenhum,,,,,,,,,,,,,
11752,Luís João Gonzaga,Ibo,Elísia,Freed,Female,(Yao) Mujana,27.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Elísia,Mujana,Nenhum,,,,,,,,,,,,,
11753,Luís João Gonzaga,Ibo,Justa,Freed,Female,(Yao) Mujana,19.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Justa,Mujana,Nenhum,,,,,,,,,,,,,
11754,Luís João Gonzaga,Ibo,Quitéria,Freed,Female,(Yao) Mujana,39.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Quitéria,Mujana,Nenhum,,,,,,,,,,,,,
11755,Luís João Gonzaga,Ibo,Amauo,Freed,Female,(Yao) Mujana,40.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Amauo,Mujana,Nenhum,,,,,,,,,,,,,
11756,Luís João Gonzaga,Ibo,Mugango,Freed,Male,(Yao) Mujana,25.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Mugango,Mujana,Nenhum,,,,,,,,,,,,,
11757,Luís João Gonzaga,Ibo,Odoboria,Freed,Male,(Yao) Mujana,26.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Odoboria,Mujana,Nenhum,,,,,,,,,,,,,
11758,Luís João Gonzaga,Ibo,Mussiuassiquire,Freed,Male,(Yao) Mujana,27.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luís João Gonzaga,,Mussiuassiquire,Mujana,Nenhum,,,,,,,,,,,,,
11759,Laligy Nangy,Ibo,Abêde,Freed,Male,(Yao) Mujana,10.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Lelegy Nangy,,Abêde,Mujana,Nenhum,,,,,,,,,,,,,
11760,Luísa Agostinho Calheiros,Unspecified,Bento,Freed,Male,(Yao) Mujana,30.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Luísa Agostinho Calheiros,,Bento,Mujana,Nenhum,,,,,,,,,,,,,
11761,Flora Valente,Ibo,Amore,Freed,Female,(Yao) Mujana,20.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Flora Valente,,Amore,Mujana,Nenhum,,,,,,,,,,,,,
11762,Flora Valente,Ibo,Admeratão,Freed,Female,(Yao) Mujana,12.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Flora Valente,,Admeratão,Mujana,Nenhum,,,,,,,,,,,,,
11763,Flora Valente,Ibo,Amaybou,Freed,Female,(Yao) Mujana,18.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Flora Valente,,Amaybou,Mujana,Nenhum,,,,,,,,,,,,,
11764,Flora Valente,Ibo,Manoela,Freed,Female,(Yao) Mujana,12.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Flora Valente,,Manoela,Mujana,Nenhum,,,,,,,,,,,,,
11765,Flora Valente,Ibo,Luísa,Freed,Female,(Yao) Mujana,13.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Flora Valente,,Luísa,Mujana,Nenhum,,,,,,,,,,,,,
11766,Flora Valente,Ibo,Ângela,Freed,Female,(Yao) Mujana,13.0,None,1872-00-00,Cabo Delgado,"AHM, Fundo do Século XIX, Códices, 11-1936, ff. 79v-80.",-12.33761,40.59913,-15.02263,36.36115,,,,,,1936,Flora Valente,,Ângela,Mujana,Nenhum,,,,,,,,,,,,,
